n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,split,forecast_hour,model,scope,skill_vs_persistence_pct,n_stations
8495,7.926017081620854,11.193814457213373,-0.08707573470659956,0.39856414357517633,0.12640963823806375,validation,48,cams_lgbm,station_balanced_common_cases,21.708739763667758,26.0
8495,7.997949261202366,11.16024309358612,0.48415003950203633,0.40512899072306435,0.11924961265288626,validation,48,cams_xgboost,station_balanced_common_cases,20.590877325456702,26.0
8495,7.926017081620854,11.193814457213373,-0.08707573470659956,0.39856414357517633,0.12640963823806375,validation,48,champion,station_balanced_common_cases,21.708739763667758,26.0
8495,9.794689794357348,13.181308757470806,2.5234343515082096,0.16700979310105227,-0.2514595748254675,validation,48,climatology,station_balanced_common_cases,2.886477149464371,26.0
8495,7.9771099576478655,11.313069057648912,-0.860362191022154,0.3550418831889713,0.11891406608835574,validation,48,obs_lgbm,station_balanced_common_cases,21.768346855196715,26.0
8495,10.356625420163855,14.641600239011598,0.02703279797338363,0.26712744068974276,-0.47434025698738874,validation,48,persistence,station_balanced_common_cases,0.0,26.0
8495,7.913223108493441,11.173863991566718,-0.012839413149876355,0.4015094485875622,0.13023604306965247,validation,48,prediction_q50,station_balanced_common_cases,22.07522213896429,26.0
8495,14.057548070354299,18.671610036884008,2.6332635759057657,0.2780514565945741,-2.5326905353354485,validation,48,raw_cams,station_balanced_common_cases,-42.15500753803848,26.0
8470,8.133591114334386,11.478969083401681,0.10531136002228644,0.3468651001778455,0.07902458772525783,validation,72,cams_lgbm,station_balanced_common_cases,22.5111620138801,26.0
8470,8.202626682124121,11.445336001530515,0.5852155424162271,0.35046582464746046,0.07406673563799374,validation,72,cams_xgboost,station_balanced_common_cases,21.175579688641424,26.0
8470,8.133591114334386,11.478969083401681,0.10531136002228644,0.3468651001778455,0.07902458772525783,validation,72,champion,station_balanced_common_cases,22.5111620138801,26.0
8470,9.777998879337705,13.184999351101073,2.5364888472331404,0.16676696895209261,-0.24640126820419656,validation,72,climatology,station_balanced_common_cases,6.579688523408046,26.0
8470,8.134102718374244,11.531942341183232,-0.6919917738277129,0.3037713602118917,0.0802685782258113,validation,72,obs_lgbm,station_balanced_common_cases,22.786860399183304,26.0
8470,10.691869441635857,15.189750852994287,0.03857903824791334,0.2127523684641907,-0.5826234567428824,validation,72,persistence,station_balanced_common_cases,0.0,26.0
8470,8.130017141779074,11.489654787116867,0.0922231266662159,0.3475464868811545,0.07704778764346254,validation,72,prediction_q50,station_balanced_common_cases,22.528308595091005,26.0
8470,14.327834577970325,18.97299660240065,2.448304545330639,0.2548792512492257,-2.614857317390029,validation,72,raw_cams,station_balanced_common_cases,-38.235216946256244,26.0
