n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,split,forecast_hour,model,station_code,skill_vs_persistence_pct
224,9.038624571140977,15.268820967612648,-7.011833677176438,0.6198411384315203,0.21496257654374684,test,3,raw_cams,JAMBI4,12.64014912255873
239,10.775978226652693,13.285880921200071,3.5118704903517477,0.7480560191179947,0.5212798981953477,test,3,raw_cams,KEMAYORAN3,22.533273290922395
211,4.029948062498519,4.94809823033352,2.5014160225093716,0.45591656787651247,-0.1865174911504206,test,3,raw_cams,KOTABARU,31.941808773236136
207,5.796052206016009,7.456749188140591,4.142739962624533,0.7361743917410709,0.22431525676571984,test,3,raw_cams,KOTOTABANG2,-40.80305206493529
228,10.948458626547627,13.736012754108874,-0.4338156884576583,0.3855669247649335,0.14776533183272644,test,3,raw_cams,MALANG,-25.345145209784526
238,6.198837700355048,7.343853729089789,-5.779719248793906,0.4813602564210186,-1.1439162248371169,test,3,raw_cams,MAROS,26.11561635193803
234,13.073511105720836,18.082142995386818,-9.936901161730292,0.35078783637608946,-0.2637488956242364,test,3,raw_cams,MEDAN2,19.88263150171077
237,11.310106924429082,16.99641594706022,-5.045472782882632,0.4124644976912344,0.06736188839590895,test,3,raw_cams,MLATI,41.35866678867441
210,19.653410648116658,62.19188140359024,-12.570044608776985,0.8006948380149977,0.31720517764621015,test,3,raw_cams,PALANGKARAYA2,0.1447731514444217
229,12.11696424103344,16.5326196881,-11.031167006032652,0.5603889556445948,-0.2377143092663585,test,3,raw_cams,PALEMBANG3,21.830441693758406
236,9.17340277444712,12.816096828925478,-8.125804301459615,0.6885286978328453,0.1151611760841158,test,3,raw_cams,PALEMBANG4,43.59829473818466
76,5.79412867979178,7.150300970681971,-5.500127357296733,0.7306970980774675,-0.16485213047247593,test,3,raw_cams,PALU,-62.192920686620745
224,4.265859968994398,6.429019826913743,0.4260838027661468,0.6476652564663411,0.21904031031051419,test,3,raw_cams,PANGKALANBUN2,58.79462556900624
231,10.53971476867713,16.966324739165355,-4.916857329903606,0.5277742039817881,-0.035594383492904,test,3,raw_cams,PEKANBARU2,17.902815229146963
219,13.278496058152626,18.7135770220965,-8.19200212020956,0.44469087031621873,0.007139109594758497,test,3,raw_cams,PESAWARAN,-3.5535445030776103
227,18.057831845262676,52.680855728275986,-14.903623356604573,0.8683110170500107,0.45836618728326284,test,3,raw_cams,PONTIANAK2,35.05611982517465
221,4.523147506895721,6.215843472501488,0.5994526842123908,0.4873559995801434,0.2253548941074237,test,3,raw_cams,SAMARINDA2,-0.595310357648593
236,9.161785220669586,12.119735022856492,-0.01207999782502298,0.48277005706833415,0.19944359267218337,test,3,raw_cams,SEMARANG,19.1375402192295
181,13.592979608718174,40.99016249799548,-4.583271458029341,0.7386479636239516,0.4983934654667126,test,3,raw_cams,SINTANG,9.433508459913508
223,3.352371950037085,5.48009259827651,-1.8173614142659393,0.7450713226026291,0.43143407344335494,test,3,raw_cams,SORONG,0.09635909952291355
238,28.042632183770174,84.32745696095452,-25.46198815900447,0.8355168424983771,0.3230569884462171,test,3,raw_cams,SUPADIO,18.723937068605768
195,5.106624890977228,7.424832413638353,-0.6797937852609254,0.8259797168542908,0.6418417013740287,test,3,raw_cams,TANJUNGHARAPAN2,-34.42114656325048
241,4.842502384141846,7.385813864788991,1.3246657073031243,0.44516896140301143,0.003420524292180649,test,3,obs_lgbm,BANJARBARU2,77.73285999927143
228,4.176936180510227,6.029437904698395,-0.9915883545821473,0.6156969151901859,0.35906103104102527,test,3,obs_lgbm,BATAM2,27.357631643300408
226,7.404841867585093,9.93062397925167,0.2495116862720705,0.7574226101104583,0.5657752429873588,test,3,obs_lgbm,BENGKULU,62.2755514511794
223,3.021692386433578,4.155930912551476,-0.1514302532993932,0.7428524616258838,0.5491732936179438,test,3,obs_lgbm,INDRAPURI2,7.9834217978031035
236,7.924688190863723,14.453266616651835,-2.7208955066102956,0.6648962780645253,0.4201798781285091,test,3,obs_lgbm,JAMBI3,37.232299199763766
224,5.470897105255107,9.537521196871822,-0.06877569408505226,0.8436550128118125,0.6936976089072399,test,3,obs_lgbm,JAMBI4,47.12284468514222
239,8.235575320034252,10.94163175728648,-1.0128435966619007,0.8235438714331291,0.6753128195589512,test,3,obs_lgbm,KEMAYORAN3,40.795809977495445
211,2.265898263853762,2.868538530871779,0.26936079754883124,0.7785116774065455,0.6012332902299828,test,3,obs_lgbm,KOTABARU,61.73326927540068
207,3.644488710824342,6.500378763578694,-1.1665219743782724,0.6610776179092804,0.41052756152592584,test,3,obs_lgbm,KOTOTABANG2,11.464715040413253
228,7.483398710879859,10.399272764929455,-1.3572806663225723,0.7223165824989464,0.5115233986744132,test,3,obs_lgbm,MALANG,14.325136526205974
238,3.547264585758512,4.3529710961188215,0.20751293850902786,0.572543736458935,0.2467635266059307,test,3,obs_lgbm,MAROS,57.719903274713246
234,10.841540255271703,14.793653167858583,-4.088850263683539,0.4677345646236956,0.15411396416334744,test,3,obs_lgbm,MEDAN2,33.560642684538585
